,IDs,Sequence,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Unnamed: 22
8068,NonAllergen_8384,mvmyarkqqrlsdgchdrrgdsqpfqalkysskshpssgdhrhekmrdaadpsppnkmlrrsnspenkysdstghnkaknvhtqrvrerdggtsyspqenshnhsalhssnshssnpsnnpsktsdapydsaddwsehisssgkkyyyncrtevsqwekpkewlereqrqkeanklavnsfpkdrdyrrevmqatatsgftsgmedkhssdassllpqnilsqtsrhndkdyrlpraethssstpvqhpikpvvhptatpstvpsspftlqsdhqpkksfdangastlsklptptaslpaqkterkesapgdksishscttpstssasglnptsapptsasavpvspvpqstippllqdpnlfrqllpalqatlqlnnsnvdiskinevltaavtqaslqsiihkfltagpsafnitslisqaaqlstqaqpsnqspmsltsdassprsyvspristpqtntvpmkplistppvssqpkvstpvvkqgpvshsatqqpvtadkqqshdpvsprslqrlssqrspspgpnhtcssnastatvvpqnasarpacsltptlaahfndnlikhvqgwpadhaekqasrlreeahnmgsvhmseictelknlrslvrvceiqatlreqrilflrqqikeleklknqnsfmv,7.59,1.08,4.33,4.02,1.7,2.63,4.18,2.79,5.73,6.81,1.7,5.42,9.29,6.97,5.42,15.94,7.12,4.95,0.62,1.7,0
8070,NonAllergen_1369,mtqitpqealqrtiehreifhdemlhlmrlimrgelspvmtaaivtglrvkketigeitaaaevmrefsnkvhvedkrhlvdivgtggdgantfnistcsifviaaaggkvskhggrsvssksgsadamealgvniqltpeqiarsiadvgigfmfapnhhpamknvapvrkelgvrtifnilgpltnpasapnilmgvfhedlvgiqvralqrlgaehaivvygrdgldeislgagtlvgelkdgvvreyeihpedfglrmvgtrafkvdnpeeskamllgvlhgeksaardivclnagaalyaanvassiedgmaraqaaldsgaalaklnelvaytarlta,12.79,0.58,4.36,7.27,2.91,9.59,3.49,6.98,4.07,9.01,3.78,3.78,3.2,2.33,5.81,5.23,4.94,8.72,0.0,1.16,0
8071,NonAllergen_703,mqnpkekmdlsqsilslifivsmgvisflvihpfilgffwasmiviatwplmlkiqkilggkrslaviimiiillllfiipvfflvnsliatsipiihwlgsndlelpelawlqniplmgrkifnsyqtllnsdggelihkirpymghateffiiqvrncglfivhsilmlffsallywngekisisihhfayrlsekngkailllatqavravalgvavtaliqallsgigllvsgvpywallmiiiffscliqlgplpilipsiiwlywnddttwgtilliwscfvfildhilrpffirigadlpilltlsgvigglltfgmiglfigpvvlvifyrltiswiygisiasflentslk,5.28,0.83,1.94,2.22,6.94,7.22,2.22,16.11,3.06,16.94,3.06,3.06,4.17,2.5,2.5,7.5,3.61,5.56,3.06,2.22,0
8072,NonAllergen_9093,mamqleicansatscqqaelggatrvelcagipeggttpsagemavarsliaipihviirpragdfvysseeieamcydirvvrslgmegvvfgcltpeggydeeansrllkeaqgmqltfhrafdvcaapfemlekliatgfhrvltsgcaptalegkdmigalnkqaagrigimagcgirlgnietlarhtgitqfhsslrhdipssmrfrrpevsmggtvkideysrpetsadmvrqavdilqgi,10.89,3.23,3.63,8.06,3.23,10.48,2.42,8.06,2.02,7.26,4.84,1.61,4.03,3.63,7.26,6.45,5.65,5.65,0.0,1.61,0
8073,NonAllergen_7877,matsqrkilvtsalpyangpihlghmleyiqtdiwsryqklrghechyicaddahgtpimlkaqqlgiapedmiaqvnkehqqdfadfnvafdnyhsthseenrlmasdiylklrdngyiksksisqlfdpeksmflpdrfvkgtcpkckspdqygdncdscgatysptelinpksavsgatpvmkdtehfffdlpafegmlkewtrsgalqvemankldewfeqglqqwditrdapyfgfeipdapgkyfyvwldapigymgsfknlcakrpelsfdefwgkdstaevyhfigkdivyfhslfwpamlhgsgyrqpnsvyahgyvtvngakmskskgtfikartyldhldpeylryyyaaklssriddldlnledfaqrvnsdlvgklvnlasrtagfitkrfdgklakindttlteaflakqdviadfyesreygkamreimaladiangfvadaapwqmvkhddqqeaahqvcsnalnlfrilvtylkpvlprlaqdveaffqlpltwdalgqdlagheiapfkammqrveldkvnamvadskdnlqvtadapktaapekiakassvsseplvsdpisetinfddfakidlriarivkaehvadadkllklqldiggetrqvfagiksayspedlegkltvmvanlaprkmrfgmsegmvlaagpggsdlwilephegaqpgmrvk,10.3,1.16,7.98,5.52,5.08,6.1,2.76,5.08,6.82,8.85,3.34,3.34,4.93,4.21,3.92,5.95,4.06,5.22,1.45,3.92,0
8075,NonAllergen_5944,mirkywwlvvfavfvflfdtllmqwiellatetdkcrnmnsvnplklvncdelnfqdrm,3.39,3.39,6.78,5.08,8.47,0.0,0.0,3.39,5.08,15.25,6.78,8.47,1.69,3.39,5.08,1.69,5.08,10.17,5.08,1.69,0
8077,NonAllergen_73,mdalsqaissgisvpyknnssslvpshgltslilrksrspvnpssrsrvsvraseiqhsktsassidlsdpdwklkyekdfeqrfsiphitdvlpdaeairstfclkmrsptedfvggypsdeewhgyinnndrvllkvisyssptsagaecldhdcswveqwihragprekiyfrpeevkaaiitcgglcpglndvirhivitleiygvknivgipfgyrgfsdkdltemplsrkvvqnihlsggsllgvsrggpsvseivdsmeerginmlfvlggngthaganaihnecrkrkikvavvgvpktidndilhmdktfgfdtaveeaqrainsayieahsayhgigvvklmgrnsgfiamqaslasgqvdiclipevpfnlhgpngvlkhlkylietkgsavicvaegagqnflektnakdasgnavlgdfgvyiqqetkkyfkeistpidvkyidptymiravranasdgilctvlgqnavhgafagysgitvgiinthyaylpiteviaypksvdpnsrmwhrcltstgqpdfi,7.08,1.86,5.21,5.21,3.17,8.57,3.35,8.75,5.4,6.7,1.86,4.66,4.84,2.42,4.66,9.5,4.47,7.82,0.93,3.54,0
8078,NonAllergen_667,mfpnsilgrppftpthqqhnnffalsptlyshqqlidaqfnfqnvdlsravslqpltygtvspiqtstsplfrgrkrisdekafrldgkrqrfhsphqeptiinqlvplsgdrrysmpplfhthyvpeivrcvpplreipllepreitlpeakdklsqqilelfetcqqqasdlkkkelcraqlqreiqllfpqsrlflvgsslngfgarssdgdlclvvkeepcffqvnqktearhiltlvhkhfctrlsgyierpqlirakvpivkfrdkvscvefdlnvnntvgirntfllrtyaylenrvrplvlvikkwashheindasrgtlssyslvlmvlhylqtlpepilpslqkiypesfstsvqlhlvhhapcnvppylsknesslgdlllgflkyyatefdwntqmisvreakaiprpddmewrnkyicveepfdgtntaravhekqkfdmikdqflkswqrlknkrdlnsvlplraatlkr,4.34,1.86,4.13,5.58,5.37,3.1,3.51,4.96,5.79,12.6,1.24,4.34,7.23,6.2,7.23,7.44,5.17,6.2,0.83,2.89,0
8079,NonAllergen_6839,micphqgtcggcalalpyeeqwklkesefrellplskdtptdlypsaphsfraraefrlyrnesgrlsyamsqkgskqplpiqscpillpsiqalmpsllealesdeiltqklfgveflsglsqevlvsllyhkrldhaweeralgllsslptlssligrskgqkivlgesfitetltidskpwrflhyegsftqpnpkvnekmiewiisappqgdllelycgagnftlplssryakilatevsktsihaakqncelnsvrhisfvrlnaqetqsalegerefyrlreldlpsydfqavfvdppraglgaevasflrrfdqilyiscnpktlqsdlevlqlshdverfalfdqfpytphlesgvilrqrr,6.22,1.89,3.51,8.38,4.86,5.14,2.43,4.86,4.32,14.86,1.08,2.16,6.49,5.41,6.22,10.0,4.05,3.78,1.08,3.24,0
8081,NonAllergen_8135,mastspepstaaavaetgcsvqirrleatdhekgfvallsqlsacpdltasefaacfadlaalgddhvilvaedpaapesrilatgclfverkflrgggkvghvedvvvdaaargrglglrvvrrlveiakeagcykvildctpelrayyakcgfvekgvqmaiyf,15.66,4.22,5.42,7.83,4.22,8.43,1.81,3.61,4.22,9.64,1.2,0.0,3.61,1.81,6.63,4.82,4.22,10.24,0.0,2.41,0
8083,NonAllergen_7749,msgirlivglgnpgpeyektrhnagfwlvdelcwqfkgnwrsegkfhgdvariqiegqdvwllkpmtymnlsgqavlalahfykilpdeilvvhdeldlapgvarfkqggghgghnglkdiaarlsspafwrlrlgighpgdkkevanfvlkkpraeeqqaldeavlaslrelpravsgkmaeamkalhteak,10.36,0.52,4.66,7.25,3.63,10.88,4.15,4.15,7.25,11.92,2.59,3.11,4.66,3.63,5.7,3.63,1.55,6.22,2.59,1.55,0
8085,NonAllergen_1623,mayrqwneeaskaacatwykrtdlldtirkikkgdlsitaqvvaaknlissltpvewghatrfpdtmvrtgpehyvnanegpysdlldtiyastdkstcdsstnargvtptismpnnsrsrddpslsrhqlrtalsqmekalvngeslytrttienklgivwhapaggggnqng,9.2,1.15,5.75,4.6,0.57,6.9,2.3,4.6,5.17,7.47,2.3,6.32,4.6,2.87,6.32,9.2,10.34,4.6,2.3,3.45,0
8086,NonAllergen_1306,mvkaiaslmllhiwaieeikaerqapsvsrtecttpcrcaqrleklkkhcqmrvqtavrkqkengklaqklligtitstagggeqtsttsfllsnssptrretletnqaeimsqlehiiameaqyyailnvsatstdttldgdgtqyntgsitsggftvskttecntespedtkepdqttlskkqglkdlklalrvkvackngggacsaasssdkihitnetdsknkgttastmnsqntavafatdlqivnwksdhidsnitalanaltaldsipdltdpaaytadaafkqlvatvtlnkpptteltgevldavnracadnygtsaselttkiwdplneqaasyysdktiktdqlklltsnqqlttalgvalakainvkeaskkecnlhghetdatceakgvgdnckppckeveeggkkkckldkeeakrvaeqaatnqetegkdgkttnttgsnsflinkapvllaflll,11.04,2.76,5.1,7.01,1.27,5.52,1.49,4.46,9.13,9.34,1.27,5.52,2.76,4.67,2.34,7.43,12.53,4.25,0.64,1.49,0
8087,NonAllergen_9644,miaskfgigqqvrhsllgylgvvvdidpeysldepspdelavndelraapwyhvvmedddgqpvhtylaeaqlrsemrdehpeqpsmdelartirkqlqaprlrn,7.62,0.0,9.52,9.52,0.95,4.76,3.81,3.81,1.9,10.48,3.81,1.9,7.62,6.67,7.62,5.71,1.9,7.62,0.95,3.81,0
8089,NonAllergen_3869,mskredgrldhelrpviitrgftenpagsvliefghtkvlctasvtegvprwrkatglgwltaeyamlpsathsrsdresvrgrlsgrtqeisrligrslracidlaalgentiaidcdvlqadggtrtaaitgayvaladavtylsaagklsdprplscaiaavsvgvvdgrirvdlpyeedsraevdmnvvatdtgtlveiqgtgegatfarstldklldmalgacdtlfaaqrdalalpypgvlpqgppppkafgt,12.74,1.93,6.95,5.41,1.93,9.65,1.16,4.63,2.32,10.42,1.54,1.16,5.41,1.93,8.11,6.18,8.49,7.34,0.77,1.93,0
8091,NonAllergen_3534,mneniskvviytdgacagnpgpggwgallqfndtskeilgyeldttnnrmeitaalealrilkkscnveiytdskylqqgittwihnwvknnwcksnneavknadlwqklyaelskhtiiwkwvkghannsgniaadklaaqgrqtaieilkcrv,9.68,2.58,3.87,5.81,0.65,7.1,1.94,8.39,9.03,8.39,1.29,10.32,1.29,3.87,2.58,4.52,6.45,4.52,4.52,3.23,0
8092,NonAllergen_6448,mvtialgsrnpvkinatkealdvlklnwdligievdngvdkqpfcdqtyvgarnralnvirvtnadiglgieggvcnvygkfianavvyvitkeglenfaisssftlpssmvslilqgkelgeasdiifktnnsktkegaiglltnnvinrkmlyvqpivlalypiyntminntpf,6.82,1.14,3.98,4.55,3.41,7.95,0.0,10.23,6.25,9.66,2.27,10.23,3.41,2.27,2.84,5.11,6.25,9.66,0.57,3.41,0
8093,NonAllergen_8022,miwltlvfasllsvagqlcqkqatcfvainkrrkhivlwlglalaclglamvlwllvlqnvpvgiaypmlslnfvwvtlaavklwhepvsprhwcgvafiiggivilgstv,9.91,3.6,0.0,0.9,3.6,7.21,2.7,7.21,3.6,18.02,2.7,2.7,3.6,3.6,2.7,4.5,3.6,13.51,5.41,0.9,0
8094,NonAllergen_2966,mpinlyskavflksaarvnqlpedsgyevafagrsnagkssalncltnnknlartsktpgrtqlinlfsldeqrrlvdlpgygyakvamevklewqknlahylearqclrglillmdvrhplkdldqilvnwalhrelpvhilltkadklsrsevknavlkvrqyyelaehlvsvqafssvkkdgveelisvldrwyewn,8.5,1.0,4.5,6.5,2.0,4.0,2.5,3.0,7.5,15.5,1.5,6.0,3.0,4.0,6.5,7.0,2.5,8.5,2.0,4.0,0
8096,NonAllergen_3049,mspqphipvllaeviaalaprndgvyldgtfgaggysrailaasacrvwaidrdptavargklleegsagrfsmiegrfgdmdsllrqqgvnqvdgialdigvssmqidqpergfsfakdgpldmrmetkgpsaadmvndtpetelaniiyrygeerlsrrvakaivearrlkrfertgelaevvrkvvprsgdgidpatrtfqalriavndelgelergleaaerllapgghlavvtfhsledrvvksflkarsgeaarpsrhvpqaqgsgpaasfallsrkaigpapdearanprarsaklraaartaapawetvs,15.09,0.31,5.66,7.23,3.14,8.81,1.26,4.4,3.14,8.49,2.2,1.89,5.97,2.83,10.69,6.6,3.46,6.92,0.63,1.26,0
8097,NonAllergen_532,maegaasreapapldvaggeddpragadaasgdaapeasggrmrdrrsgvalpgnagvpadseaglleaaratprrtsiikdpsnqkcggrkktvsfssmpsekkissahdcisfmqagcelkkvrpnsriynrfftldtdlqalrwepskkdlekakldisaikeirlgkntetfrnngladqicedcafsilhgenyesldlvansadvaniwvsglrylvsrskqpldfmegnqntprfmwlktvfeaadvdgngimledtsvelikqlnptlkeskirlkfkeiqkskeklttrvteeefceafcelctrpevyfllvqisknkeyldandlmlfleveqgvthvtedmcldiirryelsedgrqkgflaidgftqyllspecdifdpeqkkvaqdmtqplshyyinashntyliedqfrgpadingyvralkmgcrsieldvsdgpdnepilcnrnnmamllsfrsvlevinkfafvaseyplilclgnhcslpqqrvmvqqmkkvfgnklyteaplssesylpspeklkhmiivkgkklpsesdllegevtdedeeaemsrrvsgdyngeqkhiwlcrelsdlvsicksvqyrdfelsmktqnyweicsfsetlasrianeypedfvnynkkflsrvypsamridssnlnpqdfwncgcqivamnfqtpgpmmdlhtgwflqnggcgyvlrpsimrdevsyfsantkgivpgvsplllhikiisgqnfpkpkgacakgdvidpyvcveihgipadcseqrtktvqqnsdnpifdetfefqvnlpeltmvrfvildddyigdefigqytipfeclqpgyrhvplrsfvgdimehvtlfvhiaitnrsgggkaqkrslsvrmgkkvreytmlrniglktiddifkiavhplreaidmrenmqnaivsvkelcglppiaslkqclltlssrlitsdstpsvslvmkdcfpyleplgtipdvqkrmlaaydlmiqesrvliemadtvqekivqcqkagmefheelhnlgakeglkgrklnkaiesfawnitvlkgqgdllknakneavenikqiqlaclscglskgpgsaaeakgkrsleaieekesseengkl,6.57,2.74,5.93,8.12,3.92,6.3,1.55,6.2,6.84,9.49,3.1,4.74,4.74,4.11,5.11,7.57,3.83,5.75,0.73,2.65,0
8098,NonAllergen_7050,messaklslarlsprktrtvadlvrgkgiqqalntlsflpnpsaqillkllksavanaeqkgvndidklfvktifvdggavlkrfvpramgraskirkptshisvvlsdtktr,9.73,0.0,4.42,1.77,3.54,5.31,0.88,5.31,10.62,12.39,1.77,3.54,4.42,3.54,7.96,9.73,6.19,8.85,0.0,0.0,0
8099,NonAllergen_8007,maaltsyemaasillcaedsssvlgfggeeeeeeedvvagkrarcagpppppcvdvagvdfavpseecvarlveteadhmpredyaerlragggdgdldlrvrmdaidwiwkvhsyysfapltaclavnyldrflslyqlpdgkdwmtqllavaclslaakmeetdvpqsldlqvgeeryvfeaktiqrmellvlstlkwrmqavtpfsyvdyflrelnggdppsgrsallsselilciargteclgfrpseiaaavaaavvgeehaafshvnkermshcqeviqamelihpkpsspsrvfvsssiprsptgvldaagclsyrsddsavashyaasswgyehdsspvsskrrkisr,11.52,2.81,6.18,8.71,2.81,5.9,2.25,3.09,2.81,9.55,2.81,0.84,5.62,2.25,6.46,10.67,2.81,8.15,1.4,3.37,0
8100,NonAllergen_942,mkggkraqqpakqnahrlngeiigvkevrltgldgesvgvvslnealdvaltagvdlveispnaeppvcrvmdygkflfekakaakeqkkkqkqvqtkeikfrpgtdigdyqvklrnltgfleegnkvkvtirfrgremahqnigvdvlnrlkadteefavvesfptriegrqmimvlapkkk,7.65,0.55,4.37,8.74,3.83,8.74,1.09,4.92,11.48,7.65,2.73,4.37,3.83,5.46,6.56,2.19,4.37,10.38,0.0,1.09,0
8102,NonAllergen_3919,menakdfigetikenglltieddgssssdeeatlkrrlagpsvlksgqenvnqkkineiiyeaskgskffeaeqkrdrelrlriekvqvevekyqsklrfdkafqrewtirqesvdttvedfrakrdltqiivhvdcdafyasieelknpklkslpmavgksvlctanyvarkfgvrsampefiarkicpdlvviplnlseyaikskeiqnvlaqydsnlcpasidefymnltshlrlqelaftvenitmvvekirkqvheetgvtvscgiaankllakiasnkrkpnnqffipfdeigiskfmndlpvrevsgigrvleqqllgleiktcgdiqrnlvilsyiflpksfqnllrcsygfgttildeygeskrktigseatfssnlsspsiieyklrllvqnvsenlqkrglvtnsiaikyktsefqvhtkqksigqfihsesdllkpalqllrqsypmtirllgvratklvsksrclamqlkfqsqntvpcpvcqknienelgilnqhvdlclnvetvkslintdhtanptikkrksntldtyfle,5.12,2.01,4.02,8.04,4.2,4.2,1.28,7.68,8.78,10.6,1.46,5.67,3.11,5.3,5.3,8.23,5.48,6.76,0.18,2.56,0
8103,NonAllergen_7767,mkrtqninqetfrkswrsyrlapvalaisavfmlagcektdetvslyqnaddcsaanpsksaecttayntalqeaaktapkyatredcvaefgesqctqapaqagmvptsssssettaaapqqsgsmwmplmagymmgrmmgggasqplftskapnspangkfvdatgknfgsattgrtmtvprtamapkpavtntitrggfgesvakqssmqrsaatssktstrsmgg,14.85,2.18,2.18,4.37,3.06,7.86,0.0,1.31,5.24,3.06,6.11,3.93,5.68,5.24,4.8,11.79,11.35,3.93,0.87,2.18,0
8106,NonAllergen_4837,mashkwllqivflktitiayclhlqddtplffgakplsdvsliitepcvssvyeawdyaappvsnlsealsgivvktkcpvpevilwfkdkqmaywtnpyvtlkglaqsvgeehksgdirdalldalsgvwvdstpsstnipengcvwgadrlfqrvcq,7.55,3.14,6.29,4.4,3.14,5.03,1.89,5.66,5.66,10.69,1.26,2.52,6.29,3.77,1.89,8.81,5.66,9.43,3.77,3.14,0
8107,NonAllergen_4507,mttdtsgrtgnpaaaapaerfrygflkgnpqltkngelkhlltieglprailnqildtaeqfvsvtdrevkkvpllrgksvfnlffenstrtrttfeiaakrlsadvinlninasstskgeslldtinnlsamhadlfvvrhassgapyliaehcaphvhvinagdgrhahptqglldmytirhykrdftklrvaivgdilhsrvarsdihalttlgvpevraigprtllpggleqmgvrvfhnldeglrdvdviimlrlqnermsgallpsaqeyfkswgltperlalaapdaivmhpgpmnrgveidsqvadgpqsvilnqvtfgiavrmavmgivagtsd,9.62,0.29,5.25,4.66,3.5,7.87,3.79,6.12,3.21,10.79,2.92,4.66,4.96,2.92,7.29,5.83,6.71,7.87,0.29,1.46,0
8108,NonAllergen_4694,mtaqnidgtlisqtvrsevaarvkarvaaglrapglavvlvgedpasqvyvgskrraceevgfvsksfdlpastseeellalidelnndaeidgilvqlplpagidsthvlesihpekdvdgfhpynvgrlaqripklrsctpkgiitllerynialrgkhavivgasnivgrpmtlelllagcttttchrftkdleghvrqadvlvvavgkpnfipgewvkegaivvdvginrlesgkligdveynkarerasfitpvpggvgpmtvaslientmlaceqyhtk,9.12,1.75,4.56,7.37,2.11,8.77,2.46,6.67,4.56,9.82,1.4,3.51,5.26,2.46,5.96,5.26,5.96,10.88,0.35,1.75,0
8109,NonAllergen_8388,mtleinfdgligpthnyaglslgniashsnagavsspraaalqgltkmrtlldlgltqgflpppprpaahvlrrlgfkgsdqavlaqvadedldllraassassmwtanaatvlaapdtadgrvhlvtanlgtmlhrsleaddtyatlrrvfsgeafavhaplpfaahlgdegaanhmrlaanhgargvnvfvhgaprggrfperqalrasqaaarlagvqptalfamqsaeaikagafhndvvavananvllahpqafatrpdllaelsarlpglvvietrdlsledavasylfnsqlvslpdgymalivpveardnaaawreiqtilaadnpvtkvkvvdlrqsmsngggpaclrlrvpvaaaardqinpaflldharldrltrlvetwwpraiapsdltdpalweaamvahaaletfltaptv,18.78,0.23,5.63,3.52,3.29,6.34,3.29,2.35,1.17,12.91,2.11,3.99,6.1,3.05,7.04,5.16,5.4,7.51,1.17,0.94,0
8111,NonAllergen_7103,mknfsiaksrrlrstpytsriekqgvtaytiynhmllpaafgsiedsykhlkehvqiwdvaaerqveisgkdsaelvqlmtcrdlskskigrcyycpiidengnlvndpvvlkldenkwwisiadsdviffakglasghkfdvkivepvvdimaiqgpksfalmekvfgkkitelkffgfdyfdfegtkhliarsgwskqggyevyventqsgqklydhlfevgkefnvgpgcpnlieriesallsygndfdnndnpfecgfdqyvsldsdinflgkeklkeiklkgpqkklrgvkidikeisltgskniydennnvigelrsacysphfqkvigiamikkshweasqgfkiqindntingnvcdlpfi,4.61,1.9,6.5,6.78,5.69,7.59,2.17,8.94,9.76,7.32,1.63,5.96,3.25,3.52,2.98,7.32,2.71,6.23,1.36,3.79,0
8112,NonAllergen_9104,mdwlddvkwdaqglvpviaqeqgtgdvlmlawmnrealrqtaalgravyfsrsrgklwfkgedsghaqtvheirldcdrdvlllrvtqqghqpgiachtgrhscffsrlgdgawqavdavlkdpraiyg,10.08,2.33,9.3,3.1,3.1,10.08,3.88,3.1,3.1,10.08,2.33,0.78,2.33,6.98,8.53,3.88,3.88,7.75,3.88,1.55,0
8113,NonAllergen_844,maspnggedfesslislenldraspdlwpeqlpgvsefaasfknpitnsppkwmaelesediemlkelgslttanlmekvkglqnlayqlgleesremtrgkflnilerpkk,6.25,0.0,3.57,13.39,3.57,6.25,0.0,3.57,7.14,14.29,4.46,6.25,7.14,2.68,3.57,9.82,3.57,1.79,1.79,0.89,0
8114,NonAllergen_914,maghlklvgvplkvrrlhtavchyrgrtgaehlwltrhlkdpfvkaakvesyrcrsafkllemnekhqilrpglrvldcgaapgawsqvavqrvnatgadssspvgfvlgvdllhifplagatflcpadvtdprtfqkilellpsrradvilsdmapnatgirdldhdklislcltlvdmavdilhpggtllcktwagskshllqkrltqefqstrvvkpeasrkessevyllatqyrggkgtrrp,8.94,2.44,5.28,3.66,2.85,7.32,4.07,2.85,6.1,13.82,1.63,1.22,5.28,3.25,8.13,6.1,6.1,8.13,1.22,1.63,0
8116,NonAllergen_4261,mmdlktkafdisqnftisldgpaasgkgtiglmlakkfslkyfqssivyrqltfdcisqkiditdidavialskrlkldnnldlenenigdiasqiavisevrnnlnkylinlvkttpriimegrdigtvvapdadlkifitanpdiraerrykqlqakgkacildeilqqiilrdkrdkerkvapllpasdaliidtsklsaievveeithymqiik,8.26,0.92,8.72,4.59,2.75,3.67,0.46,13.76,9.17,10.55,2.29,4.59,2.75,4.59,5.05,5.96,5.05,4.59,0.0,2.29,0
8117,NonAllergen_4742,myaiiknggkqykvkegevvklekfdlgigekvefdtvlmgqtaagevkigaptvagakvvgevveqgrhkkvkimkfrrrkhsmkqqghrqyftavkvssisl,6.73,0.0,1.92,7.69,3.85,11.54,2.88,5.77,15.38,3.85,3.85,0.96,0.96,5.77,4.81,3.85,3.85,13.46,0.0,2.88,0
8118,NonAllergen_3065,mnayqktigravtlsgvgvhggapasarllpadadtgilfqrsdikdsapvcahvsqigatdlctslgarearidtvehlmaaisalgidnlvveiegpevpildgtsarfieavdsvgvvtqdakrrfirilktvrveagnswgefrpydgtrfeveidfecpligrqkfahdvdeetfrkelstartfgfmkdverlwaaglalgasldnslvigddnsivnadglrfkdefvrhktldavgdlalaglpfigcfssyrgghrlnseavkallsdetafeiiea,11.54,1.4,8.04,6.99,5.24,9.09,2.1,6.64,3.5,9.09,1.05,2.45,2.8,1.75,6.99,6.29,5.24,8.04,0.7,1.05,0
8121,NonAllergen_8928,dhagiatqfrvekkiydekklhrgeysreyfleeahkwvesksgtilsqlrdmgsslawkdtyytldeklsesviaafiklfdegliyrserlvnwdcalktaisdaeveyitltkrtklnvpnhkypqypfgvmahfyyeicdkdgkktgekveiattrletmlgdtavainpkdarynhlhgmyvwhpirevpipiiqdeilvdmnfgtgvvkvtpghdpndyevykrhpeiglisiltpdgaiapgygqfsgmmrfdarvemvkwmkehglykeekdhemrlgitqrghdiveqvitpqwfvnttdmaaraikavddgelkivpdefvvdwkkwhenirpwcisrqlmwglripayrvqidgkwaegngewvaaasqeeaiakgakannvvpsrvtveqdpdvldtwfssallpfsgvgwpsneerlnryfpnsiletgwdiltfwvsrmvmmsltltnkvpfhtillhplvrdaqgrkmsksfgn,6.54,0.61,6.34,7.77,3.48,6.54,3.27,6.75,6.95,7.16,3.27,3.48,4.7,2.66,5.32,4.91,5.52,7.57,3.27,3.89,0
8122,NonAllergen_3243,mthnvailgasgytgaelirlisqhpsitikalaaerkagmemadvfphlrhlslptlckideidfaqidlcfcalphktsqeviaklpgdlkivdlsadfrlrdpeayekwygnphaaleqqqeavygltefyrdeikgarlvagtgcnaatgqfalrpliaagvidldeiildmkcavsgagralkenllhaelsegynayaiggthrhigefdqefsaiagrpvkvqftphllpvnrgilattyvkgdaqaiyetfakayadepfvellpfgeapsthhvrgsnfvhigvtadriagraivivaldnltkgssgqalqnanlmlgedetaglmmaplfp,13.45,1.46,5.26,6.73,4.09,8.48,3.8,7.02,4.09,10.82,2.05,2.92,4.68,3.51,4.39,3.8,4.97,5.26,0.29,2.92,0
8123,NonAllergen_469,midsldlvidtvlarevldsrgnptveaevlleggaigraivpsgastgayeahelrdagdryfgkgvlkvvenieeriapticglsasdqatidgvmseldgtenksklganailavsiatarsaangygmplyrylggpmasllpvplmnvinggahaannldfqefmlvphgantfrealrmgaevfhtlkqllsekglstavgdeggfapnlqsnqaagdllvksiekagfipgeqislaldvasteffkdgayffggrnystegmieelvklvnaypivsiedglaeddwegwglltkelgekvqlvgddlfvtntsrlqrginqkvansilikvnqigsltetlqaidlanrsgytsvishrsgetedttiadlsvatragqiktgslsrservakynqllriedelgseatyagsndlgplcgkk,10.19,0.46,5.56,7.87,2.78,10.88,1.16,6.02,4.17,11.34,1.85,4.86,2.78,3.01,4.4,7.41,5.56,6.71,0.46,2.55,0
8124,NonAllergen_7813,mknikankvvlvgdgavgssyafamvaqgvadefvivdiavdkvkgdvldlnhgmpygespsiikagsyedcsdadlvvitagapqkpgetrldlvekntkifksivgqimdsgfdgifliaanpvdvltyvtkkvsglpkervigsgtildtarfkyelgaefgiapesvnasiigehgdselavwsqtsiagqnlydilksnpekekrieeiflntrdaaydiiqakgatyygiamgllhiskailrnqnlvltvssylegeygnedvyigvptlvnragavkiyetslneketkefnhsvevlkditksvdklfq,8.49,0.31,6.6,7.23,3.14,8.81,1.26,8.81,7.86,7.86,1.57,4.72,2.83,2.52,2.2,6.92,4.72,9.75,0.31,4.09,0
8125,NonAllergen_9873,msdfsmetlkslrqrtgvgltkckealehakgnledavvylrklglasagkkehretkegviaasvdehgaaivevnvetdfvannsvfrtfvtgllsdilnnklsdvdalaqvtssqepslsveelkavtmqtvgenirisralytpvnsnqsvgiyshgngkavalvflsgsdkqealakdiamhivasqpqflskesvpqevlererevfssqlsgkpqeviekittgkfkaffqetclleqafikdpdvtiqelvdraakasgeplkvehfvfwkiga,9.22,0.71,4.26,9.57,4.61,6.03,2.13,4.61,7.8,9.22,1.42,3.55,2.48,4.96,3.55,8.87,5.32,10.28,0.35,1.06,0
